epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
146,4510.42,1.29575,0.67385,1.28476,0.76846,0.75798,0.73222,0.29741,2.05658,1.11193,1.99243,0.00032744,0.00032744,0.00032744
147,4540.86,1.27722,0.67365,1.26995,0.76073,0.73771,0.70901,0.30017,2.06614,1.08908,1.9841,0.000324395,0.000324395,0.000324395
148,4571.02,1.288,0.68053,1.26994,0.75777,0.73341,0.71223,0.30016,2.05232,1.08264,1.96778,0.00032135,0.00032135,0.00032135
149,4601.91,1.27733,0.66735,1.27112,0.76281,0.71467,0.7017,0.28955,2.06244,1.06876,2.01207,0.000318304,0.000318304,0.000318304
150,4632.75,1.29053,0.67409,1.26607,0.74358,0.72418,0.6888,0.29088,2.05556,1.0845,1.99745,0.000315259,0.000315259,0.000315259
151,4663.32,1.29135,0.67044,1.27346,0.73618,0.73224,0.67139,0.28629,2.06237,1.10084,2.00912,0.000312214,0.000312214,0.000312214
152,4693.63,1.29062,0.67418,1.27624,0.73486,0.73526,0.70675,0.28779,2.06791,1.11285,2.00846,0.000309169,0.000309169,0.000309169
153,4724.74,1.27935,0.66669,1.27474,0.73946,0.73279,0.69499,0.28609,2.06582,1.10391,2.00603,0.000306124,0.000306124,0.000306124
154,4754.92,1.28583,0.66165,1.26523,0.70303,0.7284,0.69218,0.28967,2.05423,1.1237,1.99965,0.000303078,0.000303078,0.000303078
155,4785.19,1.29462,0.66094,1.27436,0.71775,0.74562,0.70309,0.28851,2.07007,1.12761,1.99582,0.000300033,0.000300033,0.000300033
156,4816.29,1.27545,0.66974,1.2619,0.73571,0.74991,0.70378,0.28573,2.05834,1.16138,1.99652,0.000296988,0.000296988,0.000296988
157,4846.65,1.28185,0.6711,1.26858,0.73319,0.75983,0.71167,0.2882,2.06998,1.1402,2.0167,0.000293943,0.000293943,0.000293943
158,4877.14,1.27267,0.65946,1.269,0.74723,0.71731,0.69687,0.29162,2.06414,1.13429,2.01429,0.000290897,0.000290897,0.000290897
159,4908.15,1.26497,0.66492,1.25514,0.73793,0.73541,0.70836,0.28443,2.0491,1.09664,2.00407,0.000287852,0.000287852,0.000287852
160,4938.73,1.26435,0.66336,1.26643,0.75562,0.72304,0.70072,0.29297,2.05544,1.10111,2.02704,0.000284807,0.000284807,0.000284807
161,4969.27,1.26847,0.66359,1.27104,0.74953,0.72119,0.70022,0.28479,2.04917,1.12387,2.01442,0.000281762,0.000281762,0.000281762
162,4999.79,1.25198,0.65401,1.25151,0.7196,0.75398,0.70115,0.28085,2.04248,1.08811,2.01763,0.000278716,0.000278716,0.000278716
163,5030.97,1.28004,0.65861,1.25501,0.71626,0.73425,0.67807,0.28433,2.05557,1.10312,2.01301,0.000275671,0.000275671,0.000275671
164,5061.51,1.26112,0.66828,1.26627,0.74539,0.75027,0.70909,0.28269,2.09213,1.09514,2.0684,0.000272626,0.000272626,0.000272626
165,5091.9,1.24332,0.66148,1.25028,0.74176,0.7381,0.70908,0.28498,2.06455,1.11264,2.06263,0.000269581,0.000269581,0.000269581
166,5123.01,1.28371,0.66538,1.27903,0.73276,0.73639,0.70682,0.28758,2.06439,1.11719,2.04358,0.000266535,0.000266535,0.000266535
167,5153.35,1.24245,0.65055,1.25462,0.76405,0.70911,0.68736,0.27384,2.05723,1.12172,2.05527,0.00026349,0.00026349,0.00026349
